issue_date,pet_name,species,breed
2024-08-01,Toby,Dog,"Retriever, Golden"
2024-08-01,Wiley,Dog,Beagle
2024-08-01,Arlo,Dog,"Retriever, Labrador"
2024-08-01,Fern,Dog,Australian Kelpie
2024-08-01,Bodhi,Dog,"Spaniel, Cavalier King Charles"
2024-08-01,Baldwin,Dog,Chow Chow
2024-08-01,Kane,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-08-01,Douglas,Dog,"Retriever, Labrador"
2024-08-01,Benji,Dog,Terrier
2024-08-01,Murphy,Dog,German Shepherd
2024-08-01,Max,Dog,"Australian Shepherd, Miniature"
2024-08-01,Rocket,Dog,Australian Shepherd
2024-08-01,Toby,Dog,Shepherd
2024-08-01,Theo,Dog,"Retriever, Labrador"
2024-08-01,Kylo,Dog,Australian Shepherd
2024-08-01,Shadow,Dog,"Chihuahua, Long Coat"
2024-08-01,Franklin,Dog,"Poodle, Miniature"
2024-08-01,Bodhi,Dog,"Poodle, Miniature"
2024-08-01,Cassidy,Dog,Australian Shepherd
2024-08-01,Rocky,Dog,"Coonhound, Treeing Walker"
2024-08-01,Dipper,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-08-01,Samson,Dog,"Terrier, American Pit Bull"
2024-08-01,Bailey,Dog,Alaskan Husky
2024-08-01,Linus,Dog,Weimaraner
2024-08-01,Gus,Dog,"Bulldog, French"
2024-08-01,Gizmo,Dog,"Chihuahua, Short Coat"
2024-08-01,Denali,Dog,Australian Cattle Dog
2024-08-01,Chubbz,Dog,"Terrier, American Pit Bull"
2024-08-01,Hank,Dog,"Poodle, Standard"
2024-08-01,Max McConnell,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-08-01,Dexter,Dog,Lhasa Apso
2024-08-01,Henri,Dog,"Retriever, Labrador"
2024-08-01,Montie,Dog,"Chihuahua, Long Coat"
2024-08-01,Jax,Dog,"Terrier, Jack Russell"
2024-08-01,Marshmallow,Dog,"Poodle, Miniature"
2024-08-01,Magnus,Dog,"Schnauzer, Miniature"
2024-08-01,Mac,Dog,"Bulldog, French"
2024-08-01,Veeru,Dog,Beagle
2024-08-01,Blue Panther,Dog,"Retriever, Curly Coated"
2024-08-01,Walter,Dog,"Welsh Corgi, Pembroke"
2024-08-01,Mowgli Jones,Dog,"Terrier, American Staffordshire"
2024-08-01,Koko,Dog,"Poodle, Miniature"
2024-08-01,Vindo,Dog,"Collie, Smooth"
2024-08-01,Quinn,Dog,"Terrier, West Highland White"
2024-08-01,Louis,Dog,"Bulldog, French"
2024-08-02,Russell,Dog,"Chihuahua, Short Coat"
2024-08-02,Ollie,Dog,"Poodle, Standard"
2024-08-02,Banksy,Dog,Maltese
2024-08-02,Linguine,Dog,"Poodle, Standard"
2024-08-02,Willie Nelson,Dog,"Bulldog, English"
2024-08-02,Cooper,Dog,"Dachshund, Miniature Long Haired"
2024-08-02,Trudeau,Dog,"Terrier, Soft Coated Wheaten"
2024-08-02,Finchley,Dog,"Vizsla, Smooth Haired"
2024-08-02,Dax,Dog,"Dachshund, Standard Smooth Haired"
2024-08-02,Roan,Dog,"Retriever, Labrador"
2024-08-02,Jax,Dog,"Schnauzer, Giant"
2024-08-02,Hajj,Dog,"Retriever, Labrador"
2024-08-02,Blakey,Dog,"Retriever, Golden"
2024-08-02,Churro,Dog,"Chihuahua, Long Coat"
2024-08-02,Kobe,Dog,German Shepherd
2024-08-02,Ernie,Dog,Australian Shepherd
2024-08-02,Winston,Dog,Terrier
2024-08-02,Cecy,Dog,Havanese
2024-08-02,Gordo,Dog,"Spaniel, American Cocker"
2024-08-02,Smokey,Dog,Havanese
2024-08-02,Rainier,Dog,Siberian Husky
2024-08-02,Hayden,Dog,"Poodle, Miniature"
2024-08-02,Izzo,Dog,"Australian Shepherd, Miniature"
2024-08-02,Kipling,Dog,Australian Shepherd
2024-08-02,Wolfie,Dog,German Shepherd
2024-08-02,Randall,Dog,"Poodle, Standard"
2024-08-02,Obi-Wan-Kedobe,Dog,Doberman Pinscher
2024-08-02,Oso,Dog,"Retriever, Labrador"
2024-08-02,Ramsey,Dog,"Terrier, Manchester"
2024-08-02,Baxter,Dog,Old English Sheepdog
2024-08-02,Chuppy,Dog,Japanese Chin
2024-08-02,Finley,Dog,"Poodle, Standard"
2024-08-02,Sunny,Dog,Rhodesian Ridgeback
2024-08-02,Bandit,Dog,"Dachshund, Standard Smooth Haired"
2024-08-02,Oscar,Dog,"Poodle, Miniature"
2024-08-02,Kona,Dog,Alaskan Malamute
2024-08-02,Bolt,Dog,Siberian Husky
2024-08-02,Rooney,Dog,"Poodle, Toy"
2024-08-02,Jaksper,Dog,Shiba Inu
2024-08-02,Wilbur,Dog,Pug
2024-08-02,Cepas,Dog,"Poodle, Toy"
2024-08-02,Bo,Dog,Bernese Mountain Dog
2024-08-02,Argo,Dog,"Retriever, Labrador"
2024-08-02,Parker,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-08-02,Oliver,Dog,Havanese
2024-08-02,Ollie,Dog,"Retriever, Golden"
2024-08-02,Teddy,Dog,Papillon
2024-08-02,Roux Brace,Dog,"Poodle, Standard"
2024-08-02,Tank,Dog,"Retriever, Labrador"
2024-08-02,Roscoe,Dog,"Spaniel, American Cocker"
2024-08-03,Prince,Dog,"Schnauzer, Miniature"
2024-08-03,Mendy Bjornson,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-08-03,Cooper,Dog,Terrier
2024-08-03,Haggis,Dog,"Terrier, Cairn"
2024-08-03,Fang,Dog,"Poodle, Standard"
2024-08-03,Standard,Dog,"Retriever, Golden"
2024-08-03,Rufus,Dog,Terrier
2024-08-03,Jackson,Dog,"Retriever, Labrador"
2024-08-03,Mochi,Dog,"Dachshund, Miniature Long Haired"
2024-08-03,Angus,Dog,"Dachshund, Miniature Long Haired"
2024-08-03,Doug Fir,Dog,"Retriever, Labrador"
2024-08-03,Noo Dee,Dog,Pug
2024-08-03,Ghost,Dog,"Schnauzer, Miniature"
2024-08-03,Ryder,Dog,Boxer
2024-08-03,Banksy,Dog,"Chihuahua, Long Coat"
2024-08-03,Magnus,Dog,Rottweiler
2024-08-03,Griffin,Dog,"Retriever, Labrador"
2024-08-03,Cosmo,Dog,"Terrier, American Staffordshire"
2024-08-03,Hayza,Dog,"Poodle, Toy"
2024-08-03,Charlie,Dog,Australian Cattle Dog
2024-08-03,Beau,Dog,"Poodle, Miniature"
2024-08-03,Bryce,Dog,"Welsh Corgi, Pembroke"
2024-08-03,Aero,Dog,Australian Shepherd
2024-08-03,Biscuit,Dog,"Terrier, Rat"
2024-08-03,Darryl,Dog,"Terrier, Rat"
2024-08-03,JoJo,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-03,Bayern,Dog,"Retriever, Labrador"
2024-08-03,Murphy,Dog,"Retriever, Golden"
2024-08-03,Buddy,Dog,"Retriever, Golden"
2024-08-03,Marvin Jr 3rd,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-08-03,Aiden,Dog,Australian Shepherd
2024-08-03,Dodger,Dog,"Chihuahua, Short Coat"
2024-08-03,Remi,Dog,"Terrier, American Staffordshire"
2024-08-03,Cody,Dog,American Blue Heeler
2024-08-03,Tyler,Dog,"Coonhound, Black and Tan"
2024-08-03,Zeve,Dog,"Retriever, Labrador"
2024-08-03,Maxey,Dog,"Poodle, Miniature"
2024-08-03,Ruger,Dog,Doberman Pinscher
2024-08-03,Earl,Dog,"Welsh Corgi, Pembroke"
2024-08-03,Rocco,Dog,"Welsh Corgi, Pembroke"
2024-08-03,Harry Potter,Dog,Havanese
2024-08-03,Barley,Dog,"Chihuahua, Long Coat"
2024-08-03,Calhoun,Dog,Beagle
2024-08-03,Jack Rajagopal,Dog,Bernese Mountain Dog
2024-08-03,Tacoma,Dog,"Terrier, American Staffordshire"
2024-08-03,Rollo,Dog,"Schnauzer, Miniature"
2024-08-03,Stanley,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-03,Opihi,Dog,Alaskan Malamute
2024-08-04,Leopold,Dog,"Bulldog, French"
2024-08-04,Pierrot,Dog,"Terrier, Sealyham"
2024-08-04,Goma,Dog,Pomeranian
2024-08-04,Zorian,Dog,Portuguese Water Dog
2024-08-04,Riley,Dog,Boxer
2024-08-04,Finley,Dog,Brittany
2024-08-04,Eddie`,Dog,"Retriever, Labrador"
2024-08-04,Hoss,Dog,"Terrier, American Staffordshire"
2024-08-04,Pal,Dog,"Schnauzer, Standard"
2024-08-04,Jake,Dog,Beagle
2024-08-04,Max,Dog,Hound
2024-08-04,Rio,Dog,"Retriever, Labrador"
2024-08-04,Parker,Dog,"Retriever, Labrador"
2024-08-04,Charlie,Dog,"Chihuahua, Short Coat"
2024-08-04,Pickles,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-08-04,Murray,Dog,"Retriever, Labrador"
2024-08-04,Duncan,Dog,Doberman Pinscher
2024-08-04,Wylie,Dog,Border Collie
2024-08-04,Mumbles,Dog,"Welsh Corgi, Pembroke"
2024-08-04,Remington,Dog,"Retriever, Labrador"
2024-08-04,Sushi,Dog,"Terrier, Boston"
2024-08-04,Porter,Dog,Greater Swiss Mountain Dog
2024-08-04,Ellis,Dog,"Terrier, West Highland White"
2024-08-04,Parker,Dog,Pug
2024-08-04,Cody,Dog,"Retriever, Golden"
2024-08-04,Tucker,Dog,Beagle
2024-08-04,Smitty,Dog,"Retriever, Labrador"
2024-08-04,Ghost Saint Patrick,Dog,"Terrier, Pit Bull"
2024-08-04,Petey,Dog,Havanese
2024-08-04,Bosco,Dog,Entlebucher Mountain Dog
2024-08-04,Whidbey,Dog,"Retriever, Golden"
2024-08-04,Rio,Dog,"Retriever, Labrador"
2024-08-04,Dash,Dog,"Poodle, Standard"
2024-08-04,Finn,Dog,Dutch Shepherd
2024-08-04,Tucker,Dog,Australian Shepherd
2024-08-04,(Jimmy) James T. Kirk,Dog,Belgian Malinois
2024-08-04,Milo,Dog,German Shepherd
2024-08-04,Oliver,Dog,Boxer
2024-08-04,Koda,Dog,"Poodle, Standard"
2024-08-04,Arlo,Dog,"Terrier, American Staffordshire"
2024-08-04,Bruce Wayne,Dog,Mix
2024-08-04,Parker,Dog,"Retriever, Golden"
2024-08-04,Peanut,Dog,"Welsh Corgi, Pembroke"
2024-08-05,Gary,Dog,"Welsh Corgi, Pembroke"
2024-08-05,Austin,Dog,Havanese
2024-08-05,Rusty,Dog,Rhodesian Ridgeback
2024-08-05,Leo,Dog,"Terrier, Airedale"
2024-08-05,Mick,Dog,Whippet
2024-08-05,Oliver Waterkamp,Dog,"Poodle, Standard"
2024-08-05,Dewey,Dog,Miniature Pinscher
2024-08-05,Reggie,Dog,"Terrier, Yorkshire"
2024-08-05,Douglas,Dog,Border Collie
2024-08-05,Tuco,Dog,Australian Shepherd
2024-08-05,Zuzz,Dog,"Setter, English"
2024-08-05,Seti,Dog,Greyhound
2024-08-05,Dobby,Dog,"Chihuahua, Short Coat"
2024-08-05,Doug,Dog,"Retriever, Golden"
2024-08-05,Rocky,Dog,Newfoundland
2024-08-05,Rikki,Dog,"Schnauzer, Miniature"
2024-08-05,Charlie,Dog,Pomeranian
2024-08-05,Rio,Dog,Border Collie
2024-08-05,Mason,Dog,Mix
2024-08-05,Sazi,Dog,Podenco Gallego
2024-08-05,Teddy,Dog,Havanese
2024-08-05,Vern,Dog,"Welsh Corgi, Pembroke"
2024-08-05,Brody,Dog,"Dachshund, Standard Smooth Haired"
2024-08-05,Charlie,Dog,"Spaniel, Cavalier King Charles"
2024-08-05,Teddy,Dog,"Poodle, Miniature"
2024-08-05,Asher,Dog,"Chihuahua, Short Coat"
2024-08-05,Packer,Dog,"Terrier, American Pit Bull"
2024-08-05,Oliver,Dog,"Poodle, Standard"
2024-08-05,Simba,Dog,Shiba Inu
2024-08-05,Dixie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-05,Ralph,Dog,"Australian Shepherd, Miniature"
2024-08-05,Manny,Dog,Terrier
2024-08-05,Apollo,Dog,Great Pyrenees
2024-08-05,Murdock,Dog,Great Dane
2024-08-05,Chewy,Dog,Siberian Husky
2024-08-05,Jackson,Dog,"Poodle, Miniature"
2024-08-05,Frank,Dog,"Retriever, Labrador"
2024-08-05,Zorro,Dog,Terrier
2024-08-05,Kipp,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-08-05,Barny,Dog,Bichon Frise
2024-08-05,Taylor,Dog,"Chihuahua, Short Coat"
2024-08-05,Boomer,Dog,"Spaniel, English Springer"
2024-08-05,Berry,Dog,"Retriever, Labrador"
2024-08-05,Ziggy,Dog,Border Collie
2024-08-05,Hank,Dog,"Dachshund, Miniature Long Haired"
2024-08-05,Marvin,Dog,"Bulldog, French"
2024-08-05,Mani,Dog,Alaskan Husky
2024-08-05,Schubert,Dog,"Retriever, Golden"
2024-08-05,Brody,Dog,Rhodesian Ridgeback
2024-08-05,Asterix,Dog,"Chihuahua, Short Coat"
2024-08-05,Rick,Dog,"Retriever, Golden"
2024-08-05,Gustav,Dog,Border Collie
2024-08-05,Apollo,Dog,Samoyed
2024-08-05,Remy,Dog,Border Collie
2024-08-05,Barkley,Dog,Australian Cattle Dog
2024-08-05,Banjo,Dog,"Terrier, Rat"
2024-08-05,Ollie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-05,Nemo,Dog,Australian Shepherd
2024-08-06,Skipper,Dog,Alaskan Husky
2024-08-06,Rambeau,Dog,Maltese
2024-08-06,Buster,Dog,Mix
2024-08-06,Bronzo,Dog,Lagotto Romagnolo
2024-08-06,Panda Barrans,Dog,Australian Shepherd
2024-08-06,Little Pancho,Dog,"Pointer, German Shorthaired"
2024-08-06,Mr. Bandit,Dog,"Pointer, German Shorthaired"
2024-08-06,Milo,Dog,"Retriever, Labrador"
2024-08-06,Sunny,Dog,"Chihuahua, Short Coat"
2024-08-06,Raleigh,Dog,Retriever
2024-08-06,Gustavo,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-06,Sherman,Dog,Belgian Tervuren
2024-08-06,Coop,Dog,"Retriever, Labrador"
2024-08-06,Mochi,Dog,Shih Tzu
2024-08-06,Bumi,Dog,Alaskan Husky
2024-08-06,Mack,Dog,"Coonhound, Black and Tan"
2024-08-06,Jack,Dog,"Retriever, Labrador"
2024-08-06,Bertie,Dog,Pug
2024-08-06,Guster,Dog,Lhasa Apso
2024-08-06,Nigel,Dog,"Spaniel, English Cocker"
2024-08-06,Bruno,Dog,Terrier
2024-08-06,Reggie,Dog,"Retriever, Labrador"
2024-08-06,Theo,Dog,Old English Sheepdog
2024-08-06,Barry,Dog,"Retriever, Labrador"
2024-08-06,Yogi,Dog,Boxer
2024-08-06,Jovanni,Dog,Chinese Crested
2024-08-06,Perrin,Dog,Portuguese Water Dog
2024-08-06,Dempsey,Dog,"Retriever, Labrador"
2024-08-06,Petey,Dog,"Terrier, Jack Russell"
2024-08-06,Leo,Dog,Boxer
2024-08-06,Rich,Dog,Beagle
2024-08-07,Kilo,Dog,Irish Wolfhound
2024-08-07,Rascal,Dog,Border Collie
2024-08-07,Tate Otto Miller,Dog,"Bulldog, French"
2024-08-07,Carlos,Dog,Terrier
2024-08-07,Winston D'Souza,Dog,"Retriever, Golden"
2024-08-07,Magic,Dog,"Spaniel, American Cocker"
2024-08-07,Scout,Dog,"Retriever, Labrador"
2024-08-07,Oliver,Dog,"Terrier, Boston"
2024-08-07,Simon,Dog,"Retriever, Labrador"
2024-08-07,Kai,Dog,"Terrier, Boston"
2024-08-07,Gus,Dog,"Retriever, Golden"
2024-08-07,Slugworth,Dog,Bernese Mountain Dog
2024-08-07,Luca,Dog,Bernese Mountain Dog
2024-08-07,Milo,Dog,"Poodle, Standard"
2024-08-07,Henry,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-07,Iggy,Dog,"Terrier, Boston"
2024-08-07,Theo,Dog,"Dachshund, Miniature Long Haired"
2024-08-07,Willis,Dog,Mix
2024-08-07,Griffin,Dog,"Pointer, German Shorthaired"
2024-08-07,Tommy,Dog,"Poodle, Miniature"
2024-08-07,Howie,Dog,Bernese Mountain Dog
2024-08-07,Murphy,Dog,"Retriever, Labrador"
2024-08-07,Beaumont Jackson,Dog,"Dachshund, Miniature Long Haired"
2024-08-07,Soda,Dog,"Chihuahua, Short Coat"
2024-08-07,Man Man,Dog,"Chihuahua, Short Coat"
2024-08-07,Charlie,Dog,"Spaniel, American Cocker"
2024-08-07,Casper,Dog,Alaskan Husky
2024-08-07,Guinness,Dog,"Retriever, Golden"
2024-08-07,Finley,Dog,"Retriever, Golden"
2024-08-07,Oliver,Dog,Pug
2024-08-07,Truman,Dog,Maltese
2024-08-07,Mojo,Dog,Beagle
2024-08-07,Simon,Dog,"Dachshund, Miniature Long Haired"
2024-08-07,Finn,Dog,"Dachshund, Miniature Long Haired"
2024-08-07,Piccolo,Dog,Coton de Tulear
2024-08-07,Winston,Dog,German Shepherd
2024-08-07,Jax,Dog,"Retriever, Flat-Coated"
2024-08-07,Connor,Dog,Great Pyrenees
2024-08-07,Hamm Hock Webb,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-08-07,Buckley,Dog,"Retriever, Labrador"
2024-08-07,Bodhi,Dog,"Coonhound, Black and Tan"
2024-08-07,Gus,Dog,German Shepherd
2024-08-08,Gustavo,Dog,Mix
2024-08-08,Caleb,Dog,"Terrier, American Pit Bull"
2024-08-08,Smahty,Dog,"Terrier, Soft Coated Wheaten"
2024-08-08,Depo,Dog,Beagle
2024-08-08,Turtle LaMarch,Dog,Shih Tzu
2024-08-08,Oskar,Dog,"Dachshund, Standard Smooth Haired"
2024-08-08,Banjo,Dog,Anatolian Shepherd
2024-08-08,Stanley,Dog,"Chihuahua, Short Coat"
2024-08-08,Kobe,Dog,"Retriever, Labrador"
2024-08-08,Chip,Dog,Terrier
2024-08-08,Jax,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-08,Pax,Dog,"Retriever, Labrador"
2024-08-08,Quincy,Dog,Border Collie
2024-08-08,Tornado,Dog,"Chihuahua, Short Coat"
2024-08-08,Baylor,Dog,Shih Tzu
2024-08-08,Zipper Goose Foot,Dog,Pomeranian
2024-08-08,Rocco,Dog,Australian Cattle Dog
2024-08-08,Wally,Dog,"Chihuahua, Short Coat"
2024-08-08,Murphy,Dog,"Spaniel, American Cocker"
2024-08-08,Rio,Dog,"Retriever, Nova Scotia Duck Tolling"
2024-08-08,Zapatos,Dog,Mix
2024-08-08,Bartlet,Dog,Havanese
2024-08-08,Finn,Dog,"Retriever, Labrador"
2024-08-08,Gus,Dog,German Shepherd
2024-08-08,Oso,Dog,"Retriever, Labrador"
2024-08-08,Titus,Dog,Bernese Mountain Dog
2024-08-08,Zero,Dog,"Retriever, Labrador"
2024-08-08,Sheldon,Dog,Boxer
2024-08-08,Benji,Dog,Terrier
2024-08-08,Russel Wilson,Dog,Maltese
2024-08-08,Dusty,Dog,"Chihuahua, Short Coat"
2024-08-08,Raquoh,Dog,"Terrier, Cairn"
2024-08-08,Leon Tubs Shadriguez,Dog,Pug
2024-08-08,Mickey Mozart,Dog,"Retriever, Labrador"
2024-08-08,Riley,Dog,"Retriever, Golden"
2024-08-08,Archie,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-08-08,Wonder,Dog,Border Collie
2024-08-08,Qanuk,Dog,"Retriever, Labrador"
2024-08-08,Charlie,Dog,Bullmastiff
2024-08-09,Taco,Dog,"Chihuahua, Short Coat"
2024-08-09,Kodiak,Dog,"Retriever, Labrador"
2024-08-09,Ziggy,Dog,"Chihuahua, Short Coat"
2024-08-09,Sherman,Dog,Australian Kelpie
2024-08-09,Hanzo,Dog,"Welsh Corgi, Pembroke"
2024-08-09,Neqo,Dog,"Terrier, American Pit Bull"
2024-08-09,Archie,Dog,Siberian Husky
2024-08-09,Gimli,Dog,Chow Chow
2024-08-09,Arlo,Dog,"Spaniel, Cavalier King Charles"
2024-08-09,Danny,Dog,Maltese
2024-08-09,Landis,Dog,"Dachshund, Miniature Long Haired"
2024-08-09,Rocky,Dog,"Terrier, Yorkshire"
2024-08-09,Sanford,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-09,Harvey,Dog,"Dachshund, Miniature Smooth Haired"
2024-08-09,Buddy,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-08-09,Remy,Dog,German Shepherd
2024-08-09,Charlie,Dog,Australian Shepherd
2024-08-09,George,Dog,"Bulldog, American"
2024-08-09,Raleigh,Dog,"Poodle, Standard"
2024-08-09,Tommy,Dog,"Spaniel, Cavalier King Charles"
2024-08-09,Chewy,Dog,"Chihuahua, Short Coat"
2024-08-09,Milo,Dog,"Poodle, Miniature"
2024-08-09,LD,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-08-10,Charli,Dog,Lhasa Apso
2024-08-10,Charlie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-10,Sage,Dog,"Bulldog, American"
2024-08-10,Baxter,Dog,"Terrier, Boston"
2024-08-10,Gus,Dog,"Retriever, Labrador"
2024-08-10,Chewie,Dog,"German Shepherd, King"
2024-08-10,Archer,Dog,Pomeranian
2024-08-10,Charlie,Dog,Havanese
2024-08-10,Marley,Dog,"Terrier, Boston"
2024-08-10,Bentley,Dog,"Terrier, Rat"
2024-08-10,Bosco,Dog,"Terrier, Scottish"
2024-08-10,Ernie,Dog,"Poodle, Miniature"
2024-08-10,Joy Brown,Dog,Alaskan Husky
2024-08-10,Maxwell,Dog,"Terrier, Boston"
2024-08-10,Merfy,Dog,"Terrier, American Staffordshire"
2024-08-10,Brick,Dog,"Terrier, American Pit Bull"
2024-08-10,George Roswell,Dog,Shepherd
2024-08-10,Nate,Dog,"Retriever, Golden"
2024-08-10,Lager,Dog,German Shepherd
2024-08-10,Subbu,Dog,Bernese Mountain Dog
2024-08-10,Ollie,Dog,Beagle
2024-08-10,Briggs,Dog,Greyhound
2024-08-10,Spark,Dog,Terrier
2024-08-11,Rufus,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-08-11,Chi-Feng,Dog,Shih Tzu
2024-08-11,Moose,Dog,"Retriever, Labrador"
2024-08-11,Griffey,Dog,"Retriever, Labrador"
2024-08-11,Indiana,Dog,Great Pyrenees
2024-08-11,Max,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2024-08-11,Ollivander (Ollie),Dog,"Retriever, Golden"
2024-08-11,Lucky,Dog,Australian Cattle Dog
2024-08-11,Odie,Dog,Great Dane
2024-08-11,Gus,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-11,Sadie,Dog,"Spaniel, Cavalier King Charles"
2024-08-11,Tucker,Dog,"Retriever, Golden"
2024-08-11,Abby,Dog,Terrier
2024-08-11,Arlo,Dog,"Poodle, Standard"
2024-08-11,Pudding,Dog,German Shepherd
2024-08-11,Rainy,Dog,"Retriever, Labrador"
2024-08-11,Wrigley,Dog,Bernese Mountain Dog
2024-08-11,Charley,Dog,"Retriever, Labrador"
2024-08-11,King,Dog,"Terrier, Yorkshire"
2024-08-11,Ranger,Dog,Doberman Pinscher
2024-08-11,Token,Dog,"Terrier, American Pit Bull"
2024-08-12,Dante,Dog,"Bulldog, French"
2024-08-12,Archie,Dog,Terrier
2024-08-12,Alex,Dog,"Retriever, Flat-Coated"
2024-08-12,Percy,Dog,"Terrier, Welsh"
2024-08-12,Georgie,Dog,"Spaniel, English Cocker"
2024-08-12,Caesar,Dog,"Welsh Corgi, Pembroke"
2024-08-12,Otis,Dog,"Spaniel, Cavalier King Charles"
2024-08-12,Philip,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-12,Steve,Dog,"Terrier, Yorkshire"
2024-08-12,Bodhi,Dog,"Retriever, Golden"
2024-08-12,Bentley,Dog,Shih Tzu
2024-08-12,Beau,Dog,Shih Tzu
2024-08-12,Kimchi,Dog,Border Collie
2024-08-12,Mr Rocco Blue,Dog,Border Collie
2024-08-12,Rio,Dog,"Chihuahua, Short Coat"
2024-08-12,Lucky,Dog,"Retriever, Labrador"
2024-08-12,Misho,Dog,"Retriever, Labrador"
2024-08-12,Barry,Dog,"Poodle, Miniature"
2024-08-12,Milo,Dog,"Chihuahua, Short Coat"
2024-08-12,Leo,Dog,"Retriever, Golden"
2024-08-12,Twix,Dog,German Shepherd
2024-08-12,Toby,Dog,"Poodle, Miniature"
2024-08-12,Omen,Dog,Rottweiler
2024-08-12,Dary,Dog,"Terrier, Jack Russell"
2024-08-12,Juon,Dog,Chinese Crested
2024-08-12,RAMBO,Dog,Siberian Husky
2024-08-12,Russo,Dog,Alaskan Malamute
2024-08-12,Rainier,Dog,"Poodle, Standard"
2024-08-12,Robby,Dog,Terrier
2024-08-12,Argos,Dog,"Retriever, Golden"
2024-08-12,Musubi Lantin,Dog,Shiba Inu
2024-08-12,Lucas,Dog,Whippet
2024-08-12,Lou Callies,Dog,"Australian Shepherd, Miniature"
2024-08-13,Ernie,Dog,Portuguese Water Dog
2024-08-13,Wade Wilson,Dog,Australian Shepherd
2024-08-13,Jasper,Dog,"Terrier, Australian"
2024-08-13,Hank,Dog,Chinese Shar-Pei
2024-08-13,Reuben,Dog,"Retriever, Labrador"
2024-08-13,Chip,Dog,"Poodle, Standard"
2024-08-13,Goose,Dog,"Australian Shepherd, Miniature"
2024-08-13,Rolls Kobus,Dog,German Shepherd
2024-08-13,Chevy,Dog,"Spaniel, English Cocker"
2024-08-13,Harry,Dog,"Spaniel, American Cocker"
2024-08-13,McLovin,Dog,"Spaniel, American Cocker"
2024-08-13,Coro,Dog,Korean Jindo
2024-08-13,Oliver,Dog,"Retriever, Labrador"
2024-08-13,Chewie,Dog,"Chihuahua, Long Coat"
2024-08-13,Ollie,Dog,Great Dane
2024-08-13,Ben,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2024-08-13,Sahand,Dog,Shiba Inu
2024-08-13,Benny,Dog,Terrier
2024-08-13,Patty,Dog,"Terrier, Pit Bull"
2024-08-13,Watson,Dog,Australian Shepherd
2024-08-13,Wesley,Dog,Maltese
2024-08-13,Vern,Dog,Lhasa Apso
2024-08-13,Mochie,Dog,Shih Tzu
2024-08-13,Kamaji,Dog,Terrier
2024-08-13,Dewey,Dog,"Chihuahua, Short Coat"
2024-08-13,Finley,Dog,"Retriever, Labrador"
2024-08-13,Ray,Dog,"Terrier, Australian"
2024-08-13,Remy,Dog,"Poodle, Standard"
2024-08-13,Fitbit,Dog,Portuguese Water Dog
2024-08-13,Finley,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2024-08-14,River,Dog,Weimaraner
2024-08-14,Louie,Dog,"Terrier, Staffordshire Bull"
2024-08-14,Finn,Dog,German Shepherd
2024-08-14,Elcho,Dog,"Pointer, German Shorthaired"
2024-08-14,Martin,Dog,"Welsh Corgi, Cardigan"
2024-08-14,Bert,Dog,Pug
2024-08-14,Sterwart,Dog,Pug
2024-08-14,Snowball,Dog,"Retriever, Labrador"
2024-08-14,Arlo,Dog,"Retriever, Labrador"
2024-08-14,Prince,Dog,Retriever
2024-08-14,Lark,Dog,"Spaniel, Tibetan"
2024-08-14,Cisco,Dog,"Dachshund, Standard Smooth Haired"
2024-08-14,Keebler,Dog,"Vizsla, Smooth Haired"
2024-08-14,Dipper,Dog,"Terrier, American Staffordshire"
2024-08-14,Sultan,Dog,Australian Shepherd
2024-08-14,Nemo,Dog,Lhasa Apso
2024-08-14,Bluebird,Dog,"Terrier, American Pit Bull"
2024-08-14,Simmy,Dog,"Retriever, Labrador"
2024-08-14,Malone,Dog,"Poodle, Standard"
